Spreader Number,Time,Weibo Content,Retweet,Comment,Like
4767,14:06:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4768,14:06:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4769,14:05:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4770,14:04:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！收起d,0,0,4
4771,14:02:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,10,9
4772,14:01:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！via:L人民日报的微博视频,0,0,1
4773,14:00:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4774,14:00:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4775,14:00:00,【致敬英雄！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续奋战三个昼夜的他们终于能安心休整片刻。他们#烟熏妆下的笑容让人心疼又感动#。辛苦了，英雄们！L应急管理部的微博视频,8,7,61
4776,14:00:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频（人民日报）,0,0,0
4777,14:00:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,0,0
4778,16:00:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼。#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,1,0,11
4779,15:57:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,23,18,23
4780,15:57:00,【致敬英雄！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续奋战三个昼夜的他们终于能安心休整片刻。他们#烟熏妆下的笑容让人心疼又感动#。辛苦了，英雄们！L应急管理部的微博视频,0,2,2
4781,15:57:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,1,1,1
4782,15:56:00,【辛苦了！#消防员鏖战三昼夜露出久违的笑容#】#雅江山火最新消息#15日，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾。18日，四川森林消防员鏖战三昼夜，一号火场明火扑灭，休息片刻的他们露出了久违的笑容。来源：人民网L海阳市融媒体中心的微博视频,1,2,2
4783,15:56:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,0,0
4784,15:56:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,0,0
4785,15:55:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4786,15:55:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4787,15:55:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,0,0
4788,8:42:00,#四川雅江森林火灾1号火场明火被扑灭#（央视新闻客户端）,0,0,0
4789,15:53:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4790,15:53:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防@央视新闻@山西政法L央视新闻的微博视频收起d,3,4,3
4791,15:52:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,1,2,3
4792,15:52:00,北京大兴消防超话【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,1,0,0
4793,15:52:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,4,0,0
4794,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,1
4795,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,0
4796,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,0
4797,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,1
4798,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,0
4799,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,0,0
4800,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,1,0
4801,15:52:00,【#消防奋战数个昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战数个昼夜的消防员们下山小憩片刻，脸上露出久违的笑容。辛苦了！请一定注意安全！L四川观察的微博视频,0,2,1
4802,15:51:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,1,2,2
4803,15:49:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,1
4804,15:48:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）@新华网@山西政法L新华网的微博视频,0,2,2
4805,15:47:00,江苏师范大学超话#苏师分享#【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,1,0
4806,15:46:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,1,27,17
4807,15:45:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,12,6,21
4808,15:45:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4809,15:43:00,【辛苦了！#消防员鏖战三昼夜露出久违的笑容#】#雅江山火最新消息#15日，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾。18日，四川森林消防员鏖战三昼夜，一号火场明火扑灭，休息片刻的他们露出了久违的笑容。（中国网直播）L人民网的微博视频,0,0,0
4810,15:40:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,1,23,16
4811,15:39:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！（四川森林消防央视新闻）L央视新闻的微博视频,0,0,0
4812,15:38:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,1
4813,15:36:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,1,0
4814,15:35:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！（图片来源：人民日报）@湖北师范大学_团委,0,0,0
4815,15:34:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防央视新闻的微博视频L抚州资溪发布的微博视频收起d,0,0,0
4816,15:33:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4817,15:33:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频@人民日报,1,2,11
4818,15:32:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4819,15:31:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频⑲,0,0,0
4820,15:31:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,13,5,4
4821,15:30:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！L中国消防的微博视频收起d,0,0,0
4822,15:29:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4823,15:29:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,4,2
4824,15:29:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！L中国消防的微博视频收起d,0,0,0
4825,15:29:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@央视新闻L央视新闻的微博视频,3,4,22
4826,15:28:00,#扑救雅江山火后消防员的笑如释重负#【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频收起d,0,0,0
4827,15:28:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4828,15:28:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,4,4,14
4829,15:27:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,2,2
4830,15:27:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,1,2
4831,15:27:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,0
4832,15:27:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L共青团上海市12355的微博视频,0,0,0
4833,15:27:00,【#消防救援灯连成长龙点亮甘孜山谷#】四川甘孜州雅江县呷拉镇白孜村森林火灾，经救援人员连续扑救，1号火场已无明火；蓝朋友们短暂调整后，向2号火场赶赴。2号火场南线约7公里范围内有断续火线，存在部分火点、烟点，西北线约6公里范围内有连续火线；蓝朋友们顶着星光翻过荆棘，在夜色中，救援灯连成的“长龙”盘踞山谷。L中国消防的微博视频收起d,0,0,0
4834,15:27:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4835,15:26:00,辛苦了！#扑救雅江山火后消防员的笑如释重负#四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4836,15:26:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4837,15:26:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4838,15:25:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！（人民日报）L人民日报的微博视频,0,0,0
4839,15:25:00,【#火场明火扑灭后救援人员露出久违的笑#】#愿最美逆行者都能平安归来#3月18日，四川雅江森林火灾1号火场明火被扑灭，鏖战3个昼夜的救援人员满脸疲惫，露出久违的笑。谢谢你们，辛苦了！（四川森林消防）L新华网的微博视频,0,0,1
4840,15:25:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！（人民日报）L人民日报的微博视频,0,0,0
4841,15:24:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,0
4842,15:23:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！人民日报的微博视频L人民日报的微博视频,0,0,0
4843,15:23:00,【致敬英雄！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续奋战三个昼夜的他们终于能安心休整片刻。他们#烟熏妆下的笑容让人心疼又感动#。辛苦了，英雄们！L应急管理部的微博视频,0,0,0
4844,15:22:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！（四川森林消防央视新闻）L央视新闻的微博视频收起d,0,0,1
4845,15:22:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！@四川森林消防L央视新闻的微博视频,0,0,1
4846,15:22:00,辛苦了！#消防员鏖战三昼夜露出久违笑容#3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！L人民日报的微博视频,0,0,0
4847,15:22:00,【#他们笑了很多人却心疼哭了#】自四川雅江县发生森林火灾后，消防救援力量勇敢逆行，挺立在火魔与群众之间，多点并进全力扑救，已连续鏖战三个昼夜有余。休息片刻的他们终于露出一丝微笑，满脸烟灰满是疲惫却满含希望。网友：#鏖战山火三昼夜他们露出乌黑的笑容#，辛苦了，万望平安归来！@四川森林消防L中国消防的微博视频收起d,0,0,1
4848,15:21:00,【辛苦了！#扑救雅江山火后消防员的笑如释重负#】四川雅江森林火灾扑救进展顺利。消防员不舍昼夜，连续奋战，1号火场明火已于昨天扑灭。终于能休息片刻的消防员，摘下面罩，满脸是灰，看得心疼↓↓#顶着浓烟烈火逆行的橙色身影#，致敬守护！（@央视新闻）L央视新闻的微博视频,0,0,0
4849,15:21:00,【辛苦了！#消防员鏖战三昼夜露出久违笑容#】3月18日，四川雅江森林火灾1号火场明火被扑灭。连续鏖战3个昼夜的消防员们，终于能安心地休整片刻。他们#带着烟熏妆的笑看得心疼也感动#，致敬！人民日报L人民日报的微博视频,1,0,0
